iso639_3,iso639_1,iso639_2t,iso639_2b,name_en,name_native,family,scope,type
mfh,,,,Matal,,,I,L
mfi,,,,Wandala,,,I,L
mfj,,,,Mefele,,,I,L
mfk,,,,North Mofu,,,I,L
mfl,,,,Putai,,,I,L
mfm,,,,Marghi South,,,I,L
mfn,,,,Cross River Mbembe,,,I,L
mfo,,,,Mbe,,,I,L
mfp,,,,Makassar Malay,,,I,L
mfq,,,,Moba,,,I,L
mfr,,,,Marrithiyel,,,I,L
mfs,,,,Mexican Sign Language,,,I,L
mft,,,,Mokerang,,,I,L
mfu,,,,Mbwela,,,I,L
mfv,,,,Mandjak,,,I,L
mfw,,,,Mulaha,,,I,E
mfx,,,,Melo,,,I,L
mfy,,,,Mayo,,,I,L
mfz,,,,Mabaan,,,I,L
mga,,mga,mga,Middle Irish (900-1200),,,I,H
mgb,,,,Mararit,,,I,L
mgc,,,,Morokodo,,,I,L
mgd,,,,Moru,,,I,L
mge,,,,Mango,,,I,L
mgf,,,,Maklew,,,I,L
mgg,,,,Mpumpong,,,I,L
mgh,,,,Makhuwa-Meetto,,,I,L
mgi,,,,Lijili,,,I,L
mgj,,,,Abureni,,,I,L
mgk,,,,Mawes,,,I,L
mgl,,,,Maleu-Kilenge,,,I,L
mgm,,,,Mambae,,,I,L
mgn,,,,Mbangi,,,I,L
mgo,,,,Meta',,,I,L
mgp,,,,Eastern Magar,,,I,L
mgq,,,,Malila,,,I,L
mgr,,,,Mambwe-Lungu,,,I,L
mgs,,,,Manda (Tanzania),,,I,L
mgt,,,,Mongol,,,I,L
mgu,,,,Mailu,,,I,L
mgv,,,,Matengo,,,I,L
mgw,,,,Matumbi,,,I,L
mgy,,,,Mbunga,,,I,L
mgz,,,,Mbugwe,,,I,L
mha,,,,Manda (India),,,I,L
mhb,,,,Mahongwe,,,I,L
mhc,,,,Mocho,,,I,L
mhd,,,,Mbugu,,,I,L
mhe,,,,Besisi,,,I,L
mhf,,,,Mamaa,,,I,L
mhg,,,,Margu,,,I,L
mhi,,,,Ma'di,,,I,L
mhj,,,,Mogholi,,,I,L
mhk,,,,Mungaka,,,I,L
mhl,,,,Mauwake,,,I,L
mhm,,,,Makhuwa-Moniga,,,I,L
mhn,,,,Mòcheno,,,I,L
mho,,,,Mashi (Zambia),,,I,L
mhp,,,,Balinese Malay,,,I,L
mhq,,,,Mandan,,,I,L
mhr,,,,Eastern Mari,,,I,L
mhs,,,,Buru (Indonesia),,,I,L
mht,,,,Mandahuaca,,,I,L
mhu,,,,Digaro-Mishmi,,,I,L
mhw,,,,Mbukushu,,,I,L
mhx,,,,Maru,,,I,L
mhy,,,,Ma'anyan,,,I,L
mhz,,,,Mor (Mor Islands),,,I,L
mia,,,,Miami,,,I,L
mib,,,,Atatláhuca Mixtec,,,I,L
mic,,mic,mic,Mi'kmaq,,,I,L
mid,,,,Mandaic,,,I,L
mie,,,,Ocotepec Mixtec,,,I,L
mif,,,,Mofu-Gudur,,,I,L
mig,,,,San Miguel El Grande Mixtec,,,I,L
mih,,,,Chayuco Mixtec,,,I,L
mii,,,,Chigmecatitlán Mixtec,,,I,L
mij,,,,Abar,,,I,L
mik,,,,Mikasuki,,,I,L
mil,,,,Peñoles Mixtec,,,I,L
mim,,,,Alacatlatzala Mixtec,,,I,L
min,,min,min,Minangkabau,,,I,L
mio,,,,Pinotepa Nacional Mixtec,,,I,L
mip,,,,Apasco-Apoala Mixtec,,,I,L
miq,,,,Mískito,,,I,L
mir,,,,Isthmus Mixe,,,I,L
mis,,mis,mis,Uncoded languages,,,S,S
mit,,,,Southern Puebla Mixtec,,,I,L
miu,,,,Cacaloxtepec Mixtec,,,I,L
miw,,,,Akoye,,,I,L
mix,,,,Mixtepec Mixtec,,,I,L
miy,,,,Ayutla Mixtec,,,I,L
miz,,,,Coatzospan Mixtec,,,I,L
mjb,,,,Makalero,,,I,L
mjc,,,,San Juan Colorado Mixtec,,,I,L
mjd,,,,Northwest Maidu,,,I,L
mje,,,,Muskum,,,I,E
mjg,,,,Tu,,,I,L
mjh,,,,Mwera (Nyasa),,,I,L
mji,,,,Kim Mun,,,I,L
mjj,,,,Mawak,,,I,L
mjk,,,,Matukar,,,I,L
mjl,,,,Mandeali,,,I,L
mjm,,,,Medebur,,,I,L
mjn,,,,Ma (Papua New Guinea),,,I,L
mjo,,,,Malankuravan,,,I,L
mjp,,,,Malapandaram,,,I,L
mjq,,,,Malaryan,,,I,E
mjr,,,,Malavedan,,,I,L
mjs,,,,Miship,,,I,L
mjt,,,,Sauria Paharia,,,I,L
mju,,,,Manna-Dora,,,I,L
mjv,,,,Mannan,,,I,L
mjw,,,,Karbi,,,I,L
mjx,,,,Mahali,,,I,L
mjy,,,,Mahican,,,I,E
mjz,,,,Majhi,,,I,L
mka,,,,Mbre,,,I,L
mkb,,,,Mal Paharia,,,I,L
mkc,,,,Siliput,,,I,L
mkd,mk,mkd,mac,Macedonian,македонски јазик,Indo-European,I,L
mke,,,,Mawchi,,,I,L
mkf,,,,Miya,,,I,L
mkg,,,,Mak (China),,,I,L
mki,,,,Dhatki,,,I,L
mkj,,,,Mokilese,,,I,L
mkk,,,,Byep,,,I,L
mkl,,,,Mokole,,,I,L
mkm,,,,Moklen,,,I,L
mkn,,,,Kupang Malay,,,I,L
mko,,,,Mingang Doso,,,I,L
mkp,,,,Moikodi,,,I,L
mkq,,,,Bay Miwok,,,I,E
mkr,,,,Malas,,,I,L
mks,,,,Silacayoapan Mixtec,,,I,L
mkt,,,,Vamale,,,I,L
mku,,,,Konyanka Maninka,,,I,L
mkv,,,,Mafea,,,I,L
mkw,,,,Kituba (Congo),,,I,L
mkx,,,,Kinamiging Manobo,,,I,L
mky,,,,East Makian,,,I,L
mkz,,,,Makasae,,,I,L
mla,,,,Malo,,,I,L
mlb,,,,Mbule,,,I,L
mlc,,,,Cao Lan,,,I,L
mle,,,,Manambu,,,I,L
mlf,,,,Mal,,,I,L
mlg,mg,mlg,mlg,Malagasy,fiteny malagasy,Austronesian,M,L
mlh,,,,Mape,,,I,L
mli,,,,Malimpung,,,I,L
mlj,,,,Miltu,,,I,L
mlk,,,,Ilwana,,,I,L
mll,,,,Malua Bay,,,I,L
mlm,,,,Mulam,,,I,L
mln,,,,Malango,,,I,L
mlo,,,,Mlomp,,,I,L
mlp,,,,Bargam,,,I,L
mlq,,,,Western Maninkakan,,,I,L
mlr,,,,Vame,,,I,L
mls,,,,Masalit,,,I,L
mlt,mt,mlt,mlt,Maltese,Malti,Afro-Asiatic,I,L
mlu,,,,To'abaita,,,I,L
mlv,,,,Motlav,,,I,L
mlw,,,,Moloko,,,I,L
mlx,,,,Malfaxal,,,I,L
mlz,,,,Malaynon,,,I,L
mma,,,,Mama,,,I,L
mmb,,,,Momina,,,I,L
mmc,,,,Michoacán Mazahua,,,I,L
mmd,,,,Maonan,,,I,L
mme,,,,Mae,,,I,L
mmf,,,,Mundat,,,I,L
mmg,,,,North Ambrym,,,I,L
mmh,,,,Mehináku,,,I,L
mmi,,,,Hember Avu,,,I,L
mmj,,,,Majhwar,,,I,L
mmk,,,,Mukha-Dora,,,I,L
mml,,,,Man Met,,,I,L
mmm,,,,Maii,,,I,L
mmn,,,,Mamanwa,,,I,L
mmo,,,,Mangga Buang,,,I,L
mmp,,,,Siawi,,,I,L
mmq,,,,Musak,,,I,L
mmr,,,,Western Xiangxi Miao,,,I,L
mmt,,,,Malalamai,,,I,L
mmu,,,,Mmaala,,,I,L
mmv,,,,Miriti,,,I,E
mmw,,,,Emae,,,I,L
mmx,,,,Madak,,,I,L
mmy,,,,Migaama,,,I,L
mmz,,,,Mabaale,,,I,L
mna,,,,Mbula,,,I,L
mnb,,,,Muna,,,I,L
mnc,,mnc,mnc,Manchu,,,I,L
mnd,,,,Mondé,,,I,L
mne,,,,Naba,,,I,L
mnf,,,,Mundani,,,I,L
mng,,,,Eastern Mnong,,,I,L
mnh,,,,Mono (Democratic Republic of Congo),,,I,L
mni,,mni,mni,Manipuri,,,I,L
mnj,,,,Munji,,,I,L
mnk,,,,Mandinka,,,I,L
mnl,,,,Tiale,,,I,L
mnm,,,,Mapena,,,I,L
mnn,,,,Southern Mnong,,,I,L
mnp,,,,Min Bei Chinese,,,I,L
mnq,,,,Minriq,,,I,L
mnr,,,,Mono (USA),,,I,L
mns,,,,Mansi,,,I,L
mnu,,,,Mer,,,I,L
mnv,,,,Rennell-Bellona,,,I,L
mnw,,,,Mon,,,I,L
mnx,,,,Manikion,,,I,L
mny,,,,Manyawa,,,I,L
mnz,,,,Moni,,,I,L
moa,,,,Mwan,,,I,L
moc,,,,Mocoví,,,I,L
mod,,,,Mobilian,,,I,E
moe,,,,Innu,,,I,L
mog,,,,Mongondow,,,I,L
moh,,moh,moh,Mohawk,,,I,L
moi,,,,Mboi,,,I,L
moj,,,,Monzombo,,,I,L
mok,,,,Morori,,,I,L
mom,,,,Mangue,,,I,E
mon,mn,mon,mon,Mongolian,Монгол хэл,Mongolic,M,L
moo,,,,Monom,,,I,L
mop,,,,Mopán Maya,,,I,L
moq,,,,Mor (Bomberai Peninsula),,,I,L
mor,,,,Moro,,,I,L
mos,,mos,mos,Mossi,,,I,L
mot,,,,Barí,,,I,L
mou,,,,Mogum,,,I,L
mov,,,,Mohave,,,I,L
mow,,,,Moi (Congo),,,I,L
mox,,,,Molima,,,I,L
moy,,,,Shekkacho,,,I,L
moz,,,,Mukulu,,,I,L
mpa,,,,Mpoto,,,I,L
mpb,,,,Malak Malak,,,I,L
mpc,,,,Mangarrayi,,,I,L
mpd,,,,Machinere,,,I,L
mpe,,,,Majang,,,I,L
mpg,,,,Marba,,,I,L
mph,,,,Maung,,,I,L
mpi,,,,Mpade,,,I,L
mpj,,,,Martu Wangka,,,I,L
mpk,,,,Mbara (Chad),,,I,L
mpl,,,,Middle Watut,,,I,L
mpm,,,,Yosondúa Mixtec,,,I,L
mpn,,,,Mindiri,,,I,L
mpo,,,,Miu,,,I,L
mpp,,,,Migabac,,,I,L
mpq,,,,Matís,,,I,L
mpr,,,,Vangunu,,,I,L
mps,,,,Dadibi,,,I,L
mpt,,,,Mian,,,I,L
mpu,,,,Makuráp,,,I,L
mpv,,,,Mungkip,,,I,L
mpw,,,,Mapidian,,,I,L
mpx,,,,Misima-Panaeati,,,I,L
mpy,,,,Mapia,,,I,L
mpz,,,,Mpi,,,I,L
mqa,,,,Maba (Indonesia),,,I,L
mqb,,,,Mbuko,,,I,L
mqc,,,,Mangole,,,I,L
mqe,,,,Matepi,,,I,L
mqf,,,,Momuna,,,I,L
mqg,,,,Kota Bangun Kutai Malay,,,I,L
mqh,,,,Tlazoyaltepec Mixtec,,,I,L
mqi,,,,Mariri,,,I,L
mqj,,,,Mamasa,,,I,L
mqk,,,,Rajah Kabunsuwan Manobo,,,I,L
mql,,,,Mbelime,,,I,L
mqm,,,,South Marquesan,,,I,L
mqn,,,,Moronene,,,I,L
mqo,,,,Modole,,,I,L
mqp,,,,Manipa,,,I,L
mqq,,,,Minokok,,,I,L
mqr,,,,Mander,,,I,L
mqs,,,,West Makian,,,I,L
mqt,,,,Mok,,,I,L
mqu,,,,Mandari,,,I,L
mqv,,,,Mosimo,,,I,L
mqw,,,,Murupi,,,I,L
mqx,,,,Mamuju,,,I,L
mqy,,,,Manggarai,,,I,L
mqz,,,,Pano,,,I,L
mra,,,,Mlabri,,,I,L
mrb,,,,Marino,,,I,L
mrc,,,,Maricopa,,,I,L
mrd,,,,Western Magar,,,I,L
mre,,,,Martha's Vineyard Sign Language,,,I,E
mrf,,,,Elseng,,,I,L
mrg,,,,Mising,,,I,L
mrh,,,,Mara Chin,,,I,L
mri,mi,mri,mao,Maori,te reo Māori,Austronesian,I,L
mrj,,,,Western Mari,,,I,L
mrk,,,,Hmwaveke,,,I,L
mrl,,,,Mortlockese,,,I,L
mrm,,,,Merlav,,,I,L
mrn,,,,Cheke Holo,,,I,L
mro,,,,Mru,,,I,L
mrp,,,,Morouas,,,I,L
mrq,,,,North Marquesan,,,I,L
mrr,,,,Maria (India),,,I,L
mrs,,,,Maragus,,,I,L
mrt,,,,Marghi Central,,,I,L
mru,,,,Mono (Cameroon),,,I,L
mrv,,,,Mangareva,,,I,L
mrw,,,,Maranao,,,I,L
mrx,,,,Maremgi,,,I,L
mry,,,,Mandaya,,,I,L
mrz,,,,Marind,,,I,L
msa,ms,msa,may,Malay (macrolanguage),"bahasa Melayu, بهاس ملايو‎",Austronesian,M,L
msb,,,,Masbatenyo,,,I,L
msc,,,,Sankaran Maninka,,,I,L
msd,,,,Yucatec Maya Sign Language,,,I,L
mse,,,,Musey,,,I,L
msf,,,,Mekwei,,,I,L
msg,,,,Moraid,,,I,L
msh,,,,Masikoro Malagasy,,,I,L
msi,,,,Sabah Malay,,,I,L
msj,,,,Ma (Democratic Republic of Congo),,,I,L
msk,,,,Mansaka,,,I,L
msl,,,,Molof,,,I,L
msm,,,,Agusan Manobo,,,I,L
msn,,,,Vurës,,,I,L
mso,,,,Mombum,,,I,L
msp,,,,Maritsauá,,,I,E
msq,,,,Caac,,,I,L
msr,,,,Mongolian Sign Language,,,I,L
mss,,,,West Masela,,,I,L
msu,,,,Musom,,,I,L
msv,,,,Maslam,,,I,L
msw,,,,Mansoanka,,,I,L
msx,,,,Moresada,,,I,L
msy,,,,Aruamu,,,I,L
msz,,,,Momare,,,I,L
mta,,,,Cotabato Manobo,,,I,L
mtb,,,,Anyin Morofo,,,I,L
mtc,,,,Munit,,,I,L
mtd,,,,Mualang,,,I,L
mte,,,,Mono (Solomon Islands),,,I,L
mtf,,,,Murik (Papua New Guinea),,,I,L
mtg,,,,Una,,,I,L
mth,,,,Munggui,,,I,L
mti,,,,Maiwa (Papua New Guinea),,,I,L
mtj,,,,Moskona,,,I,L
mtk,,,,Mbe',,,I,L
mtl,,,,Montol,,,I,L
mtm,,,,Mator,,,I,E
mtn,,,,Matagalpa,,,I,E
mto,,,,Totontepec Mixe,,,I,L
mtp,,,,Wichí Lhamtés Nocten,,,I,L
mtq,,,,Muong,,,I,L
mtr,,,,Mewari,,,I,L
mts,,,,Yora,,,I,L
mtt,,,,Mota,,,I,L
mtu,,,,Tututepec Mixtec,,,I,L
mtv,,,,Asaro'o,,,I,L
mtw,,,,Southern Binukidnon,,,I,L
mtx,,,,Tidaá Mixtec,,,I,L
mty,,,,Nabi,,,I,L
mua,,,,Mundang,,,I,L
mub,,,,Mubi,,,I,L
muc,,,,Ajumbu,,,I,L
mud,,,,Mednyj Aleut,,,I,L
mue,,,,Media Lengua,,,I,L
mug,,,,Musgu,,,I,L
muh,,,,Mündü,,,I,L
mui,,,,Musi,,,I,L
muj,,,,Mabire,,,I,L
muk,,,,Mugom,,,I,L
mul,,mul,mul,Multiple languages,,,S,S
mum,,,,Maiwala,,,I,L
muo,,,,Nyong,,,I,L
mup,,,,Malvi,,,I,L
muq,,,,Eastern Xiangxi Miao,,,I,L
mur,,,,Murle,,,I,L
mus,,mus,mus,Creek,,,I,L
mut,,,,Western Muria,,,I,L
muu,,,,Yaaku,,,I,L
muv,,,,Muthuvan,,,I,L
mux,,,,Bo-Ung,,,I,L
muy,,,,Muyang,,,I,L
muz,,,,Mursi,,,I,L
mva,,,,Manam,,,I,L
mvb,,,,Mattole,,,I,E
mvd,,,,Mamboru,,,I,L
mve,,,,Marwari (Pakistan),,,I,L
mvf,,,,Peripheral Mongolian,,,I,L
mvg,,,,Yucuañe Mixtec,,,I,L
mvh,,,,Mulgi,,,I,L
mvi,,,,Miyako,,,I,L
mvk,,,,Mekmek,,,I,L
mvl,,,,Mbara (Australia),,,I,E
mvn,,,,Minaveha,,,I,L
mvo,,,,Marovo,,,I,L
mvp,,,,Duri,,,I,L
mvq,,,,Moere,,,I,L
mvr,,,,Marau,,,I,L
mvs,,,,Massep,,,I,L
mvt,,,,Mpotovoro,,,I,L
mvu,,,,Marfa,,,I,L
mvv,,,,Tagal Murut,,,I,L
mvw,,,,Machinga,,,I,L
mvx,,,,Meoswar,,,I,L
mvy,,,,Indus Kohistani,,,I,L
mvz,,,,Mesqan,,,I,L
mwa,,,,Mwatebu,,,I,L
mwb,,,,Juwal,,,I,L
mwc,,,,Are,,,I,L
mwe,,,,Mwera (Chimwera),,,I,L
mwf,,,,Murrinh-Patha,,,I,L
mwg,,,,Aiklep,,,I,L
mwh,,,,Mouk-Aria,,,I,L
mwi,,,,Labo,,,I,L
mwk,,,,Kita Maninkakan,,,I,L
mwl,,mwl,mwl,Mirandese,,,I,L
mwm,,,,Sar,,,I,L
mwn,,,,Nyamwanga,,,I,L
mwo,,,,Central Maewo,,,I,L
mwp,,,,Kala Lagaw Ya,,,I,L
mwq,,,,Mün Chin,,,I,L
mwr,,mwr,mwr,Marwari,,,M,L
mws,,,,Mwimbi-Muthambi,,,I,L
mwt,,,,Moken,,,I,L
mwu,,,,Mittu,,,I,E
mwv,,,,Mentawai,,,I,L
mww,,,,Hmong Daw,,,I,L
mwz,,,,Moingi,,,I,L
mxa,,,,Northwest Oaxaca Mixtec,,,I,L
mxb,,,,Tezoatlán Mixtec,,,I,L
mxc,,,,Manyika,,,I,L
mxd,,,,Modang,,,I,L
mxe,,,,Mele-Fila,,,I,L
mxf,,,,Malgbe,,,I,L
mxg,,,,Mbangala,,,I,L
mxh,,,,Mvuba,,,I,L
mxi,,,,Mozarabic,,,I,H
mxj,,,,Miju-Mishmi,,,I,L
mxk,,,,Monumbo,,,I,L
mxl,,,,Maxi Gbe,,,I,L
mxm,,,,Meramera,,,I,L
mxn,,,,Moi (Indonesia),,,I,L
mxo,,,,Mbowe,,,I,L
mxp,,,,Tlahuitoltepec Mixe,,,I,L
mxq,,,,Juquila Mixe,,,I,L
mxr,,,,Murik (Malaysia),,,I,L
mxs,,,,Huitepec Mixtec,,,I,L
mxt,,,,Jamiltepec Mixtec,,,I,L
mxu,,,,Mada (Cameroon),,,I,L
mxv,,,,Metlatónoc Mixtec,,,I,L
mxw,,,,Namo,,,I,L
mxx,,,,Mahou,,,I,L
mxy,,,,Southeastern Nochixtlán Mixtec,,,I,L
mxz,,,,Central Masela,,,I,L
mya,my,mya,bur,Burmese,ဗမာစာ,Sino-Tibetan,I,L
myb,,,,Mbay,,,I,L
myc,,,,Mayeka,,,I,L
mye,,,,Myene,,,I,L
myf,,,,Bambassi,,,I,L
myg,,,,Manta,,,I,L
myh,,,,Makah,,,I,L
myj,,,,Mangayat,,,I,L
myk,,,,Mamara Senoufo,,,I,L
myl,,,,Moma,,,I,L
mym,,,,Me'en,,,I,L
myo,,,,Anfillo,,,I,L
myp,,,,Pirahã,,,I,L
myr,,,,Muniche,,,I,L
mys,,,,Mesmes,,,I,E
myu,,,,Mundurukú,,,I,L
myv,,myv,myv,Erzya,,,I,L
myw,,,,Muyuw,,,I,L
myx,,,,Masaaba,,,I,L
myy,,,,Macuna,,,I,L
myz,,,,Classical Mandaic,,,I,H
mza,,,,Santa María Zacatepec Mixtec,,,I,L
mzb,,,,Tumzabt,,,I,L
mzc,,,,Madagascar Sign Language,,,I,L
mzd,,,,Malimba,,,I,L
mze,,,,Morawa,,,I,L
mzg,,,,Monastic Sign Language,,,I,L
mzh,,,,Wichí Lhamtés Güisnay,,,I,L
mzi,,,,Ixcatlán Mazatec,,,I,L
mzj,,,,Manya,,,I,L
mzk,,,,Nigeria Mambila,,,I,L
mzl,,,,Mazatlán Mixe,,,I,L
mzm,,,,Mumuye,,,I,L
mzn,,,,Mazanderani,,,I,L
mzo,,,,Matipuhy,,,I,E
mzp,,,,Movima,,,I,L
mzq,,,,Mori Atas,,,I,L
mzr,,,,Marúbo,,,I,L
mzs,,,,Macanese,,,I,L
mzt,,,,Mintil,,,I,L
mzu,,,,Inapang,,,I,L
mzv,,,,Manza,,,I,L
mzw,,,,Deg,,,I,L
mzx,,,,Mawayana,,,I,L
mzy,,,,Mozambican Sign Language,,,I,L
mzz,,,,Maiadomu,,,I,L
naa,,,,Namla,,,I,L
nab,,,,Southern Nambikuára,,,I,L
nac,,,,Narak,,,I,L
nae,,,,Naka'ela,,,I,E
naf,,,,Nabak,,,I,L
nag,,,,Naga Pidgin,,,I,L
naj,,,,Nalu,,,I,L
nak,,,,Nakanai,,,I,L
nal,,,,Nalik,,,I,L
nam,,,,Ngan'gityemerri,,,I,L
nan,,,,Min Nan Chinese,,,I,L
nao,,,,Naaba,,,I,L
nap,,nap,nap,Neapolitan,,,I,L
naq,,,,Khoekhoe,,,I,L
nar,,,,Iguta,,,I,L
nas,,,,Naasioi,,,I,L
nat,,,,Ca̱hungwa̱rya̱,,,I,L
nau,na,nau,nau,Nauru,Dorerin Naoero,Austronesian,I,L
nav,nv,nav,nav,Navajo,Diné bizaad,Dené–Yeniseian,I,L
naw,,,,Nawuri,,,I,L
nax,,,,Nakwi,,,I,L
nay,,,,Ngarrindjeri,,,I,E
naz,,,,Coatepec Nahuatl,,,I,L
nba,,,,Nyemba,,,I,L
nbb,,,,Ndoe,,,I,L
nbc,,,,Chang Naga,,,I,L
nbd,,,,Ngbinda,,,I,L
nbe,,,,Konyak Naga,,,I,L
nbg,,,,Nagarchal,,,I,L
nbh,,,,Ngamo,,,I,L
nbi,,,,Mao Naga,,,I,L
nbj,,,,Ngarinyman,,,I,L
nbk,,,,Nake,,,I,L
nbl,nr,nbl,nbl,South Ndebele,isiNdebele,Niger–Congo,I,L
nbm,,,,Ngbaka Ma'bo,,,I,L
nbn,,,,Kuri,,,I,L
nbo,,,,Nkukoli,,,I,L
nbp,,,,Nnam,,,I,L
nbq,,,,Nggem,,,I,L
nbr,,,,Numana,,,I,L
nbs,,,,Namibian Sign Language,,,I,L
nbt,,,,Na,,,I,L
nbu,,,,Rongmei Naga,,,I,L
nbv,,,,Ngamambo,,,I,L
nbw,,,,Southern Ngbandi,,,I,L
nby,,,,Ningera,,,I,L
nca,,,,Iyo,,,I,L
ncb,,,,Central Nicobarese,,,I,L
ncc,,,,Ponam,,,I,L
ncd,,,,Nachering,,,I,L
nce,,,,Yale,,,I,L
ncf,,,,Notsi,,,I,L
ncg,,,,Nisga'a,,,I,L
nch,,,,Central Huasteca Nahuatl,,,I,L
nci,,,,Classical Nahuatl,,,I,H
ncj,,,,Northern Puebla Nahuatl,,,I,L
nck,,,,Na-kara,,,I,L
ncl,,,,Michoacán Nahuatl,,,I,L
ncm,,,,Nambo,,,I,L
ncn,,,,Nauna,,,I,L
nco,,,,Sibe,,,I,L
ncq,,,,Northern Katang,,,I,L
ncr,,,,Ncane,,,I,L
ncs,,,,Nicaraguan Sign Language,,,I,L
nct,,,,Chothe Naga,,,I,L
ncu,,,,Chumburung,,,I,L
ncx,,,,Central Puebla Nahuatl,,,I,L
ncz,,,,Natchez,,,I,E
nda,,,,Ndasa,,,I,L
ndb,,,,Kenswei Nsei,,,I,L
ndc,,,,Ndau,,,I,L
ndd,,,,Nde-Nsele-Nta,,,I,L
nde,nd,nde,nde,North Ndebele,isiNdebele,Niger–Congo,I,L
ndf,,,,Nadruvian,,,I,H
ndg,,,,Ndengereko,,,I,L
ndh,,,,Ndali,,,I,L
ndi,,,,Samba Leko,,,I,L
ndj,,,,Ndamba,,,I,L
ndk,,,,Ndaka,,,I,L
ndl,,,,Ndolo,,,I,L
ndm,,,,Ndam,,,I,L
ndn,,,,Ngundi,,,I,L
ndo,ng,ndo,ndo,Ndonga,Owambo,Niger–Congo,I,L
ndp,,,,Ndo,,,I,L
ndq,,,,Ndombe,,,I,L
ndr,,,,Ndoola,,,I,L
nds,,nds,nds,Low German,,,I,L
ndt,,,,Ndunga,,,I,L
ndu,,,,Dugun,,,I,L
ndv,,,,Ndut,,,I,L
ndw,,,,Ndobo,,,I,L
ndx,,,,Nduga,,,I,L
ndy,,,,Lutos,,,I,L
ndz,,,,Ndogo,,,I,L
nea,,,,Eastern Ngad'a,,,I,L
neb,,,,Toura (Côte d'Ivoire),,,I,L
nec,,,,Nedebang,,,I,L
ned,,,,Nde-Gbite,,,I,L
nee,,,,Nêlêmwa-Nixumwak,,,I,L
nef,,,,Nefamese,,,I,L
neg,,,,Negidal,,,I,L
neh,,,,Nyenkha,,,I,L
nei,,,,Neo-Hittite,,,I,H
nej,,,,Neko,,,I,L
nek,,,,Neku,,,I,L
nem,,,,Nemi,,,I,L
nen,,,,Nengone,,,I,L
neo,,,,Ná-Meo,,,I,L
nep,ne,nep,nep,Nepali (macrolanguage),नेपाली,Indo-European,M,L
neq,,,,North Central Mixe,,,I,L
ner,,,,Yahadian,,,I,L
nes,,,,Bhoti Kinnauri,,,I,L
net,,,,Nete,,,I,L
neu,,,,Neo,,,I,C
nev,,,,Nyaheun,,,I,L
new,,new,new,Nepal Bhasa,,,I,L
nex,,,,Neme,,,I,L
ney,,,,Neyo,,,I,L
nez,,,,Nez Perce,,,I,L
nfa,,,,Dhao,,,I,L
nfd,,,,Ahwai,,,I,L
nfl,,,,Ayiwo,,,I,L
nfr,,,,Nafaanra,,,I,L
nfu,,,,Mfumte,,,I,L
nga,,,,Ngbaka,,,I,L
ngb,,,,Northern Ngbandi,,,I,L
ngc,,,,Ngombe (Democratic Republic of Congo),,,I,L
ngd,,,,Ngando (Central African Republic),,,I,L
nge,,,,Ngemba,,,I,L
ngg,,,,Ngbaka Manza,,,I,L
ngh,,,,Nǁng,,,I,L
ngi,,,,Ngizim,,,I,L
ngj,,,,Ngie,,,I,L
ngk,,,,Dalabon,,,I,L
ngl,,,,Lomwe,,,I,L
ngm,,,,Ngatik Men's Creole,,,I,L
ngn,,,,Ngwo,,,I,L
ngp,,,,Ngulu,,,I,L
ngq,,,,Ngurimi,,,I,L
ngr,,,,Engdewu,,,I,L
ngs,,,,Gvoko,,,I,L
ngt,,,,Kriang,,,I,L
ngu,,,,Guerrero Nahuatl,,,I,L
ngv,,,,Nagumi,,,I,E
ngw,,,,Ngwaba,,,I,L
ngx,,,,Nggwahyi,,,I,L
ngy,,,,Tibea,,,I,L
ngz,,,,Ngungwel,,,I,L
nha,,,,Nhanda,,,I,L
nhb,,,,Beng,,,I,L
nhc,,,,Tabasco Nahuatl,,,I,E
nhd,,,,Chiripá,,,I,L
nhe,,,,Eastern Huasteca Nahuatl,,,I,L
nhf,,,,Nhuwala,,,I,L
nhg,,,,Tetelcingo Nahuatl,,,I,L
nhh,,,,Nahari,,,I,L
nhi,,,,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,,,I,L
nhk,,,,Isthmus-Cosoleacaque Nahuatl,,,I,L
nhm,,,,Morelos Nahuatl,,,I,L
nhn,,,,Central Nahuatl,,,I,L
nho,,,,Takuu,,,I,L
nhp,,,,Isthmus-Pajapan Nahuatl,,,I,L
nhq,,,,Huaxcaleca Nahuatl,,,I,L
nhr,,,,Naro,,,I,L
nht,,,,Ometepec Nahuatl,,,I,L
nhu,,,,Noone,,,I,L
nhv,,,,Temascaltepec Nahuatl,,,I,L
nhw,,,,Western Huasteca Nahuatl,,,I,L
nhx,,,,Isthmus-Mecayapan Nahuatl,,,I,L
nhy,,,,Northern Oaxaca Nahuatl,,,I,L
nhz,,,,Santa María La Alta Nahuatl,,,I,L
nia,,nia,nia,Nias,,,I,L
nib,,,,Nakame,,,I,L
nid,,,,Ngandi,,,I,E
nie,,,,Niellim,,,I,L
nif,,,,Nek,,,I,L
nig,,,,Ngalakgan,,,I,E
nih,,,,Nyiha (Tanzania),,,I,L
nii,,,,Nii,,,I,L
nij,,,,Ngaju,,,I,L
nik,,,,Southern Nicobarese,,,I,L
nil,,,,Nila,,,I,L
nim,,,,Nilamba,,,I,L
nin,,,,Ninzo,,,I,L
nio,,,,Nganasan,,,I,L
niq,,,,Nandi,,,I,L
nir,,,,Nimboran,,,I,L
nis,,,,Nimi,,,I,L
